Word,Pinyin,Translation,Sentence,Sentence Pinyin,Sentence Translation
横,héng,"horizontal, across; to move crosswise",横的和竖的，你要哪一个。,"Héng de hé shù de, nǐ yào nǎ yí gè.","Which do you want, the horizontal or vertical one?"
上学,shàngxué,"to go to school, to be at school",你几点上学？,Nǐ jǐ diǎn shàngxué?,What time do you go to school?
上学,shàngxué,"to go to school, to be at school",我在这所学校上学。,Wǒ zài zhè suǒ xuéxiào shàngxué.,I'm going to this school.
响,xiǎng,"to make a sound, to ring; loud; sound",那时我听见响儿了。,Nàshí wǒ tīngjiàn xiǎngr le.,At that time I heard a sound.
响,xiǎng,"to make a sound, to ring; loud; sound",他说话的声音很响。,Tā shuōhuà de shēngyīn hěn xiǎng.,He speaks in a loud voice.
铁路,tiělù,"railway, railroad",我住在铁路边上。,Wǒ zhù zài tiělù biān shang.,I live near the railway.
铁路,tiělù,"railway, railroad",他沿着铁路走。,Tā yánzhe tiělù zǒu.,He walks along the railway.
机器,jīqì,"machine, machinery, apparatus",他在检查机器。,Tā zài jiǎnchá jīqì.,He's checking the machine.
机器,jīqì,"machine, machinery, apparatus",快把机器停下来。,Kuài bǎ jīqì tíng xiàlai.,Stop the machine right now.
赚,zhuàn,"to make a profit, to gain, to earn",公司今年赚了很多钱。,Gōngsī jīnnián zhuànle hěn duō qián.,The company has made a lot of money this year.
赚,zhuàn,"to make a profit, to gain, to earn",老婆比老公每个月多赚1000元。,Lǎopo bǐ lǎogong měi gè yuè duō zhuàn yīqiān yuán.,Every month the wife earns 1000 yuan more than the husband.
顿,dùn,counter for meals,这一顿吃的真不错。,Zhè yí dùn chī de zhēn búcuò.,This meal is really delicious.
顿,dùn,counter for meals,我大吃了一顿。,Wǒ dàchīle yí dùn.,I had a big meal.
奖,jiǎng,"reward, prize; to reward, to praise",公司奖给我一部车。,Gōngsī jiǎnggěi wǒ yí bù chē.,The company awarded me a car.
奖,jiǎng,"reward, prize; to reward, to praise",他的小说获奖了。,Tā de xiǎoshuō huòjiǎng le.,His novel won a prize.
血,xiě,blood,你的伤口在流血。,Nǐ de shāngkǒu zài liúxiě.,Your wound is bleeding.
血,xiě,blood,我怕见血。,Wǒ pà jiàn xiě.,I hate the sight of blood.
费,fèi,"to cost, to spend",他费了一整天来画画儿。,Tā fèile yì zhěngtiān lái huàhuàr.,He spent all day painting.
费,fèi,"to cost, to spend",去国外旅游费很多钱。,Qù guówài lǚyóu fèi hěn duō qián.,Traveling abroad is quite expensive.
接着,jiēzhe,"then; go on with, follow",她放学后接着就回家了。,Tā fàngxué hòu jiēzhe jiù huíjiā le.,She went home after classes were over.
接着,jiēzhe,"then; go on with, follow",让我们接着干吧。,Ràng wǒmen jiēzhe gàn ba.,Let us carry on.
千万,qiānwàn,"must, be sure to; ten million",做实验时千万要细心。,Zuò shíyàn shí qiānwàn yào xìxīn.,Be careful when you do experiments.
千万,qiānwàn,"must, be sure to; ten million",他是千万富翁。,Tā shì qiānwàn fùwēng.,He's a multimillionaire.
葡萄,pútao,grape,我喜欢吃葡萄。,Wǒ xǐhuan chī pútao.,I like eating grapes.
葡萄,pútao,grape,我买了一些葡萄。,Wǒ mǎile yìxiē pútao.,I bought some grapes.
浅,qiǎn,shallow,这里的水很浅。,Zhèlǐ de shuǐ hěn qiǎn.,The water here is shallow.
浅,qiǎn,shallow,河水变浅了。,Héshuǐ biànqiǎn le.,The river water became shallow.
始终,shǐzhōng,"throughout, in any case; from beginning to end",我始终没学会游泳。,Wǒ shǐzhōng méi xuéhuì yóuyǒng.,I haven't thoroughly mastered swimming.
始终,shǐzhōng,"throughout, in any case; from beginning to end",会议上他始终没有说话。,Huìyì shang tā shǐzhōng méiyǒu shuōhuà.,He didn't say a word at the meeting.
刚刚,gānggāng,"just, just now",我刚刚吃过午饭。,Wǒ gānggāng chīguò wǔfàn.,I've just had my lunch.
刚刚,gānggāng,"just, just now",刚刚还下着雨。,Gānggāng hái xiàzhe yǔ.,It was raining until just now.
包含,bāohán,"to contain, to embody, to include",包含路费一共一百元。,Bāohán lùfèi yígòng yìbǎi yuán.,"It's one hundred yuan in all, including travel expenses."
包含,bāohán,"to contain, to embody, to include",包含我在内，这里一共十个人。,"Bāohán wǒ zài nèi, zhèlǐ yígòng shí gè rén.",There are ten people here including me.
效率,xiàolǜ,efficiency,他的学习效率很高。,Tā de xuéxí xiàolǜ hěn gāo.,He learns quickly.
效率,xiàolǜ,efficiency,公司需要提高效率。,Gōngsī xūyào tígāo xiàolǜ.,The company needs to improve its efficiency.
不如,bùrú,would be better to; to be inferior to,我的学习成绩不如他。,Wǒ de xuéxí chéngjì bùrú tā.,My school grades are not as good as his.
不如,bùrú,would be better to; to be inferior to,不如我们去看电影吧。,Bùrú wǒmen qù kàn diànyǐng ba.,It would be better to go to the movies.
减肥,jiǎnféi,to lose weight,她正在减肥。,Tā zhèngzài jiǎnféi.,He's losing weight.
减肥,jiǎnféi,to lose weight,你不需要减肥。,Nǐ bù xūyào jiǎnféi.,You don't need to lose weight.
改进,gǎijìn,to improve,他改进了机器的结构。,Tā gǎijìnle jīqì de jiégòu.,He made improvements to the machine's construction.
改进,gǎijìn,to improve,我们的管理需要改进。,Wǒmen de guǎnlǐ xūyào gǎijìn.,Our management needs to be improved.
修,xiū,"to repair, to build, to embellish",他会修电脑。,Tā huì xiū diànnǎo.,He can repair computers.
修,xiū,"to repair, to build, to embellish",他们在修铁路。,Tāmen zài xiū tiělù.,They are repairing the railway.
补充,bǔchōng,"to replenish, to supplement, to add; supplementary",你需要补充水分。,Nǐ xūyào bǔchōng shuǐfèn.,You need to replenish your body with water.
补充,bǔchōng,"to replenish, to supplement, to add; supplementary",你还有什么意见要补充？,Nǐ hái yǒu shénme yìjiàn yào bǔchōng?,Do you have anything to add?
传播,chuánbō,"to propagate, to spread far and wide",蚊子会传播疾病。,Wénzi huì chuánbō jíbìng.,Mosquitoes can transmit disease.
传播,chuánbō,"to propagate, to spread far and wide",我们应该传播科学思想。,Wǒmen yīnggāi chuánbō kēxué sīxiǎng.,We should disseminate scientific ideas.
当代,dāngdài,"present age, today",他是当代著名的作家。,Tā shì dāngdài zhùmíng de zuòjiā.,He's a famous contemporary writer.
当代,dāngdài,"present age, today",经济问题是当代的重要问题。,Jīngjì wèntí shì dāngdài de zhòngyào wèntí.,Economic issues are important in the present age.
会计,kuàijì,"accounting, accountant",她是公司的会计。,Tā shì gōngsī de kuàijì.,She's the company accountant.
会计,kuàijì,"accounting, accountant",他在学会计。,Tā zài xué kuàijì.,He's learning accounting.
碗,wǎn,bowl,桌子上有几个碗。,Zhuōzi shang yǒu jǐ gè wǎn.,There are several bowls on the table.
碗,wǎn,bowl,我用碗喝汤。,Wǒ yòng wǎn hētāng.,I'm having soup in a bowl.
物质,wùzhì,"matter, substance, material",这种物质很稳定。,Zhè zhǒng wùzhì hěn wěndìng.,This substance is very stable.
物质,wùzhì,"matter, substance, material",他在分析这种物质。,Tā zài fēnxī zhè zhǒng wùzhì.,He's analyzing this kind of material.
感情,gǎnqíng,"emotion, feeling",他们的感情很好。,Tāmen de gǎnqíng hěn hǎo.,They get on very well with each other.
感情,gǎnqíng,"emotion, feeling",你说的话很伤感情。,Nǐ shuō de huà hěn shāng gǎnqíng.,What you said really hurts other people's feelings.
聊天,liáotiān,"to chat, to gossip",他们在聊天。,Tāmen zài liáotiān.,They're chatting.
聊天,liáotiān,"to chat, to gossip",我喜欢上网聊天。,Wǒ xǐhuan shàngwǎng liáotiān.,I like chatting online.
不管,bùguǎn,"no matter, regardless of",不管下不下雨，她都带伞。,"Bùguǎn xià bú xiàyǔ, tā dōu dài sǎn.",She carries an umbrella whether or not it's raining.
不管,bùguǎn,"no matter, regardless of",不管是谁，都不要打扰我。,"Bùguǎn shì shuí, dōu búyào dǎrǎo wǒ.","I don't care who you are, don't bother me."
现金,xiànjīn,cash,你有多少现金？,Nǐ yǒu duōshao xiànjīn?,How much cash do you have?
现金,xiànjīn,cash,请用现金付款。,Qǐng yòng xiànjīn fùkuǎn.,Please pay in cash.
退休,tuìxiū,to retire; retirement,爸爸明年退休。,Bàba míngnián tuìxiū.,My father is going to retire next year.
退休,tuìxiū,to retire; retirement,他到了退休的年龄。,Tā dàole tuìxiū de niánlíng.,He reached the age of retirement.
今后,jīnhòu,from now on,今后你有什么打算？,Jīnhòu nǐ yǒu shénme dǎsuàn?,Do you have any future plans?
今后,jīnhòu,from now on,今后我要努力工作。,Jīnhòu wǒ yào nǔlì gōngzuò.,I should work hard from now on.
含,hán,"to keep in the mouth, to contain",她嘴里含着糖。,Tā zuǐ li hánzhe táng.,She has a piece of candy in her mouth.
含,hán,"to keep in the mouth, to contain",苹果含多种维生素。,Píngguǒ hán duō zhǒng wéishēngsù.,Apples contain a variety of vitamins.
遍,biàn,counter for times; everywhere,这本书我看了三遍。,Zhè běn shū wǒ kànle sān biàn.,I've read this book three times.
遍,biàn,counter for times; everywhere,他游遍了全世界。,Tā yóubiànle quánshìjiè.,He traveled all around the world.
放心,fàngxīn,"to set one's mind at rest, to rest assured",妈妈对我不放心。,Māma duì wǒ bú fàngxīn.,My mother is worried about me.
放心,fàngxīn,"to set one's mind at rest, to rest assured",请放心，我会努力的。,"Qǐng fàngxīn, wǒ huì nǔlì de.","Trust me, I'll try hard."
部队,bùduì,"army, armed forces",你是哪个部队的？,Nǐ shì nǎge bùduì de?,What part of the army do you belong to?
部队,bùduì,"army, armed forces",部队就要出发了。,Bùduì jiùyào chūfā le.,The troops are about to set out.
大学生,dàxuéshēng,"university student, college student",他是大学生。,Tā shì dàxuéshēng.,He's a university student.
大学生,dàxuéshēng,"university student, college student",我是二年级的大学生。,Wǒ shì èr niánjí de dàxuéshēng.,I'm a sophomore.
破坏,pòhuài,"to destroy, to demolish, to violate",洪水破坏了房屋。,Hóngshuǐ pòhuàile fángwū.,The flood destroyed the houses.
破坏,pòhuài,"to destroy, to demolish, to violate",别破坏我的情绪。,Bié pòhuài wǒ de qíngxù.,Don't spoil my mood.
蔬菜,shūcài,"vegetables, greens",我不爱吃蔬菜。,Wǒ bú ài chī shūcài.,I don't like to eat vegetables.
蔬菜,shūcài,"vegetables, greens",你买了什么蔬菜？,Nǐ mǎile shénme shūcài?,What vegetables have you bought?
涉及,shèjí,"to involve, to relate to, to deal with, to touch upon",这涉及到公平问题。,Zhè shèjí dào gōngpíng wèntí.,This is related to the problem of equality.
涉及,shèjí,"to involve, to relate to, to deal with, to touch upon",这本书涉及到很多人。,Zhè běn shū shèjí dào hěn duō rén.,This book refers to all kinds of people.
硬件,yìngjiàn,hardware,硬件系统被破坏了。,Yìngjiàn xìtǒng bèi pòhuài le.,The computer system was destroyed.
硬件,yìngjiàn,hardware,你用哪种计算机硬件？,Nǐ yòng nǎ zhǒng jìsuànjī yìngjiàn?,What kind of computer hardware do you use?
驾驶,jiàshǐ,"to drive, to pilot",小心驾驶！,Xiǎoxīn jiàshǐ!,Drive carefully!
驾驶,jiàshǐ,"to drive, to pilot",我会驾驶飞机。,Wǒ huì jiàshǐ fēijī.,I know how to fly a plane.
好处,hǎochu,"benefit, advantage, gain",我没得到什么好处。,Wǒ méi dédào shénme hǎochu.,I didn't enjoy any benefit from it.
好处,hǎochu,"benefit, advantage, gain",做运动有很多好处。,Zuò yùndòng yǒu hěn duō hǎochu.,Exercising has many benefits.
失败,shībài,"to lose, to fail; defeat, failure",比赛失败了。,Bǐsài shībài le.,We lost the game.
失败,shībài,"to lose, to fail; defeat, failure",失败也是一种经验。,Shībài yě shì yì zhǒng jīngyàn.,Failure is also an experience.
笔记本,bǐjìběn,notebook,我没带笔记本。,Wǒ méi dài bǐjìběn.,I didn't bring my notebook.
笔记本,bǐjìběn,notebook,我的笔记本丢了。,Wǒ de bǐjìběn diū le.,I lost my notebook.
同样,tóngyàng,"same, similar; also",他们做得同样好。,Tāmen zuò de tóngyàng hǎo.,They've done it equally well.
同样,tóngyàng,"same, similar; also",他又犯了同样的错误。,Tā yòu fànle tóngyàng de cuòwù.,He made the same mistake again.
博物馆,bówùguǎn,museum,我们去参观博物馆。,Wǒmen qù cānguān bówùguǎn.,We're going to visit the museum.
博物馆,bówùguǎn,museum,博物馆今天休息。,Bówùguǎn jīntiān xiūxi.,The museum is closed today.
往往,wǎngwǎng,often,他往往工作到半夜。,Tā wǎngwǎng gōngzuò dào bànyè.,He often works until midnight.
往往,wǎngwǎng,often,我往往那么做。,Wǒ wǎngwǎng nàme zuò.,I often do that.
秘密,mìmì,"secret, confidential; secret",我们每个人心中都有秘密的世界。,Wǒmen měi gè rén xīnzhōng dōu yǒu mìmì de shìjiè.,Everyone of us keeps a secret in their hearts.
秘密,mìmì,"secret, confidential; secret",我告诉你一个秘密。,Wǒ gàosù nǐ yígè mìmì.,I'll tell you a secret.
宽,kuān,"wide, generous; width; to relax",这条路很宽。,Zhè tiáo lù hěn kuān.,This road is wide.
宽,kuān,"wide, generous; width; to relax",这个房间四米宽。,Zhège fángjiān sì mǐ kuān.,This room is four meters wide.
游客,yóukè,"visitor, tourist",博物馆的游客很多。,Bówùguǎn de yóukè hěn duō.,There are many visitors in the museum.
游客,yóukè,"visitor, tourist",今天没什么游客。,Jīntiān méi shénme yóukè.,There aren't many tourists today.
章,zhāng,"chapter, seal; counter for chapters",我看到第二章。,Wǒ kàndào dì èr zhāng.,I'm reading the second chapter.
章,zhāng,"chapter, seal; counter for chapters",这本书我写到第三章。,Zhè běn shū wǒ xiědào dì sān zhāng.,I'm writing the third chapter of this book.
初步,chūbù,"initial, preliminary",你初步的打算是什么？,Nǐ chūbù de dǎsuàn shì shénme?,What's your initial plan?
初步,chūbù,"initial, preliminary",这是初步的计划。,Zhè shì chūbù de jìhuà.,This is a preliminary plan.
一体,yìtǐ,"an organic whole, the whole",我们成为了一体。,Wǒmen chéngwéile yìtǐ.,We become complete.
一体,yìtǐ,"an organic whole, the whole",两家公司结为一体。,Liǎng jiā gōngsī jiéwéi yìtǐ.,The two companies merged.
一点,yìdiǎn,"a little, a bit",房间里有一点脏。,Fángjiān lǐ yǒu yìdiǎn zāng.,The room is a little dirty.
一点,yìdiǎn,"a little, a bit",我有一点累。,Wǒ yǒu yìdiǎn lèi.,I'm a little tired.
